id,web_name,first_name,second_name,team,element_type,now_cost,cost_change_start,cost_change_event,status,chance_of_playing_next_round,news,news_added,form,total_points,points_per_game,minutes,starts,selected_by_percent,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,value_season,ep_this,ep_next
164,Quenda,Geovany,Quenda,6,3,53,-2,-1,a,100,,2026-07-24T20:30:10.609931Z,0.2,1,1.0,8,0,0.0,91,349,0,0,0,0,0,0,0,0,2,1.2,0.3,2.0,0.4,0.00,0.00,0.00,0.0,0.0,0.0,1.01,1,11.25,,,,0.2,0.2,0.2
165,João Pedro,João Pedro,Junqueira de Jesus,6,4,78,3,1,a,,,,8.2,33,8.2,360,4,75.4,199089,16426,3,3,0,9,1,0,0,7,141,158.4,90.0,123.0,37.0,2.17,0.19,2.36,0.54,0.05,0.59,1.54,9,2.25,,,,4.2,8.2,8.2
168,Marc Guiu,Marc,Guiu Paz,6,4,50,0,0,u,0,Has joined RB Leipzig permanently,2026-09-01T13:24:48.857362Z,0.0,0,0.0,0,0,0.2,0,2345,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
169,Mheuka,Shumaira,Mheuka,6,4,45,0,0,a,,,,0.0,0,0.0,0,0,0.4,4107,3344,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
170,Emegha,Emmanuel,Emegha,6,4,50,0,0,i,0,Hamstring injury - Expected back 18 Sep,2026-09-09T15:00:09.063849Z,0.0,0,0.0,0,0,0.1,77,1903,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
200,Lacroix,Maxence,Lacroix,6,2,60,0,0,a,,,,2.5,10,2.5,274,3,7.4,5170,73862,0,1,0,7,1,0,0,0,29,86.8,12.6,10.0,10.9,0.02,0.21,0.23,0.01,0.07,0.08,1.73,35,11.5,,,,1.7,2.5,2.5
560,Penders,Mike,Penders,6,1,44,-1,0,a,,,,0.0,0,0.0,0,0,0.1,448,396,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
561,Anselmino,Aaron,Anselmino,6,2,45,0,0,a,100,,2026-08-23T19:00:08.536705Z,0.0,0,0.0,0,0,0.0,135,133,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
568,Barco,Valentín,Barco,6,3,54,-1,-1,a,,,,0.2,1,0.5,29,0,0.1,308,833,0,0,0,1,1,0,0,0,8,1.6,2.9,6.0,0.9,0.04,0.09,0.13,0.12,0.28,0.4,1.89,3,9.31,,,,0.2,0.2,0.2
583,Chavarria,Pep,Chavarría,6,2,49,-1,0,a,,,,1.0,4,1.0,118,0,0.2,261,1007,0,0,0,1,0,0,0,0,10,13.2,4.2,8.0,2.6,0.00,0.03,0.03,0.0,0.02,0.02,1.11,7,5.34,,,,0.8,1.0,1.0
91,Pinnock,Ethan,Pinnock,7,2,45,0,0,a,,,,1.5,6,2.0,192,2,0.1,245,387,0,0,0,7,1,0,0,0,-9,40.0,1.4,10.0,5.2,0.12,0.00,0.12,0.06,0.0,0.06,2.56,25,11.72,,,,1.3,1.5,1.5
104,Onyeka,Frank,Onyeka,7,3,49,-1,0,d,50,Hand injury - 50% chance of playing,2026-09-15T09:00:07.851220Z,1.5,6,2.0,224,3,0.1,199,880,0,0,0,7,0,0,0,0,24,10.2,2.9,21.0,3.4,0.03,0.02,0.05,0.01,0.01,0.02,2.09,19,7.63,,,,1.2,1.5,0.8
110,Rushworth,Carl,Rushworth,7,1,45,0,0,a,,,,1.2,5,1.2,360,4,0.8,602,6717,0,0,0,10,0,0,7,0,18,61.6,0.0,0.0,6.2,0.00,0.02,0.02,0.0,0.0,0.0,1.88,0,0.0,,,,1.1,1.2,1.2
171,Dovin,Oliver,Dovin,7,1,40,0,0,u,0,Has joined Leyton Orient on loan for the rest of the season,2026-09-02T15:44:14.839336Z,0.0,0,0.0,0,0,1.1,0,5997,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
172,Wilson,Ben,Wilson,7,1,44,-1,-1,a,,,,0.0,0,0.0,0,0,0.4,105,1041,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
173,Thomas,Bobby,Thomas,7,2,40,0,0,a,,,,3.8,15,3.8,347,4,8.9,18625,39330,0,0,1,9,0,0,0,2,41,67.6,33.1,48.0,14.8,0.43,0.26,0.69,0.11,0.07,0.18,1.81,39,10.12,,,,3.8,3.8,3.8
174,Kitching,Liam,Kitching,7,2,40,0,0,u,0,Has joined Sheffield United on loan for the rest of the season,2026-09-02T16:21:03.612394Z,0.0,0,0.0,0,0,0.4,0,2941,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
175,van Ewijk,Milan,van Ewijk,7,2,40,0,0,a,,,,1.5,6,1.5,360,4,10.0,8777,60179,0,0,0,10,1,0,0,0,7,61.6,52.7,14.0,12.8,0.00,0.30,0.30,0.0,0.08,0.08,1.88,27,6.75,,,,1.5,1.5,1.5
176,Dasilva,Jay,Dasilva,7,2,40,0,0,a,,,,1.2,5,1.2,354,4,0.7,505,2601,0,0,0,10,0,0,0,0,14,63.6,52.0,17.0,13.4,0.18,0.48,0.66,0.05,0.12,0.17,1.91,19,4.83,,,,1.2,1.2,1.2
177,Kesler-Hayden,Kaine,Kesler-Hayden,7,2,40,0,0,i,0,Hamstring injury - Unknown return date,2026-08-27T14:56:28.704361Z,0.0,0,0.0,0,0,0.0,70,256,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
178,Bidwell,Jake,Bidwell,7,2,40,0,0,a,,,,0.0,0,0.0,0,0,0.1,265,395,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
179,Latibeaudiere,Joel,Latibeaudiere,7,2,40,0,0,a,,,,0.0,0,0.0,0,0,0.0,97,187,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
180,Woolfenden,Luke,Woolfenden,7,2,40,0,0,i,0,Knee injury - Unknown return date,2026-08-27T14:56:28.718566Z,0.0,0,0.0,0,0,0.1,135,698,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
181,Brau,Miguel,Brau,7,2,40,0,0,u,0,Has joined Academico de Viseu on loan for the rest of the season,2026-08-29T00:35:59.980316Z,0.0,0,0.0,0,0,0.0,0,155,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
182,Amenda,Aurèle,Amenda,7,2,40,0,0,a,,,,1.0,4,1.0,360,4,0.7,1201,2870,0,0,0,10,1,0,0,0,-3,62.8,14.5,15.0,9.4,0.02,0.39,0.41,0.0,0.1,0.1,1.88,24,6.0,,,,1.0,1.0,1.0
183,Rudoni,Jack,Rudoni,7,3,50,0,0,a,100,,2026-07-23T12:01:23.481435Z,2.0,8,2.0,224,3,0.1,263,827,0,0,1,4,0,0,0,0,35,37.6,115.5,79.0,23.2,0.83,0.91,1.74,0.33,0.37,0.7,1.46,21,8.44,,5,1,1.6,2.0,2.0
184,Grimes,Matt,Grimes,7,3,49,-1,-1,a,,,,2.0,8,2.0,353,4,0.1,365,1146,0,0,0,9,0,0,0,0,45,51.8,32.7,5.0,8.9,0.10,0.07,0.17,0.03,0.02,0.05,1.87,28,7.14,3,1,,1.6,2.0,2.0
185,Sakamoto,Tatsuhiro,Sakamoto,7,3,49,-1,0,a,,,,0.2,1,1.0,31,0,0.1,53,540,0,0,0,1,0,0,0,0,8,6.2,5.9,7.0,1.9,0.02,0.02,0.04,0.06,0.06,0.12,2.0,4,11.61,,,,0.2,0.2,0.2
186,Mason-Clark,Ephron,Mason-Clark,7,3,54,-1,0,a,100,,2026-08-19T18:00:08.310507Z,1.0,4,1.3,186,3,0.1,64,514,0,0,0,3,0,0,0,0,13,10.2,17.8,46.0,7.2,0.49,0.07,0.56,0.24,0.03,0.27,1.24,13,6.29,,,,0.7,1.0,1.0
187,Eccles,Josh,Eccles,7,3,49,-1,0,i,0,Unspecified injury - Expected back 12 Oct,2026-09-10T18:30:08.877110Z,0.0,0,0.0,0,0,0.0,9,190,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
188,Torp,Victor,Torp,7,3,54,-1,0,a,,,,0.8,3,1.0,53,0,0.1,22,626,0,0,0,2,0,0,0,0,13,7.2,20.4,0.0,2.7,0.00,0.12,0.12,0.0,0.2,0.2,2.07,3,5.09,2,2,2,0.6,0.8,0.8
189,Shepherd,George,Shepherd,7,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.2,299,1473,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
190,Tchaouna,Loum,Tchaouna,7,3,54,-1,0,a,,,,1.0,4,1.3,166,2,0.1,21,569,0,0,0,3,0,0,0,0,27,17.0,49.3,29.0,9.6,0.19,0.18,0.37,0.1,0.1,0.2,1.48,15,8.13,,3,,0.7,1.0,1.0
191,Borges Rodrigues,Raphael,Borges Rodrigues,7,3,45,0,0,u,0,Has joined Burton Albion on loan for the rest of the season,2026-09-02T15:44:14.868001Z,0.0,0,0.0,0,0,0.1,0,1095,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
192,Andrews,Kai,Andrews,7,3,45,0,0,u,0,Has joined Oxford United on loan for the rest of the season,2026-08-29T00:35:59.998520Z,0.0,0,0.0,0,0,0.3,0,3115,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
193,Wright,Haji,Wright,7,4,54,-1,0,i,0,Thigh injury - Unknown return date,2026-08-14T22:00:07.214508Z,0.0,0,0.0,0,0,0.1,43,723,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,1,,,0.0,0.0,0.0
194,Thomas-Asante,Brandon,Thomas-Asante,7,4,50,0,0,a,,,,1.2,5,1.2,137,1,0.8,4721,6716,0,0,0,6,0,0,0,0,27,14.0,3.9,30.0,4.9,0.21,0.05,0.26,0.14,0.03,0.17,2.55,11,7.23,4,,,1.0,1.2,1.2
195,Simms,Ellis,Simms,7,4,50,0,0,a,,,,0.8,3,1.5,88,1,0.7,1656,6567,0,0,0,3,0,0,0,0,10,7.6,22.3,37.0,6.7,0.30,0.01,0.31,0.31,0.01,0.32,2.61,3,3.07,,,,0.6,0.8,0.8
196,Markelo,Jahnoah,Markelo,7,4,50,0,0,u,0,Has joined Shabab Al-Ahli Dubai permanently,2026-08-17T13:53:55.791223Z,0.0,0,0.0,0,0,0.0,0,70,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
197,Bassette,Norman,Bassette,7,4,45,0,0,u,0,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,0.0,0,0.0,0,0,0.0,0,171,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
492,Awoniyi,Taiwo,Awoniyi,7,4,55,0,0,s,0,Suspended until 19 Oct,2026-09-13T15:00:09.305127Z,0.8,3,0.8,232,3,0.5,508,11243,0,0,0,7,0,1,0,0,11,13.6,46.2,78.0,13.6,1.30,0.04,1.34,0.5,0.02,0.52,1.38,11,4.27,5,,,0.5,0.8,0.0
575,Yirenkyi,Caleb,Yirenkyi,7,3,49,-1,0,a,,,,1.5,6,1.5,175,2,0.2,159,1437,0,0,1,5,1,0,0,0,26,10.4,29.9,7.0,4.3,0.03,0.14,0.17,0.02,0.07,0.09,1.63,16,8.23,,,,1.2,1.5,1.5
584,Hamer,Gustavo,Hamer,7,3,54,-1,0,a,,,,0.8,3,1.0,32,0,0.1,47,566,0,0,0,1,0,0,0,0,6,0.6,1.8,0.0,0.3,0.00,0.02,0.02,0.0,0.06,0.06,2.31,3,8.44,,4,,0.6,0.8,0.8
599,Cherif,Sidiki,Cherif,7,4,50,0,0,a,,,,0.2,1,1.0,30,0,0.1,857,777,0,0,0,3,0,0,0,0,3,1.0,0.2,0.0,0.1,0.00,0.00,0.00,0.0,0.0,0.0,4.29,1,3.0,,,,0.2,0.2,0.2
623,Bentley,Dan,Bentley,7,1,40,0,0,a,,,,0.0,0,0.0,0,0,0.5,6410,1370,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
655,Gboho,Yann,Gboho,7,3,55,0,0,a,,,,0.0,0,0.0,0,0,0.0,76,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,2.0,2.0
656,Mfuni,Stephen,Mfuni,7,2,40,0,0,a,,,,0.0,0,0.0,0,0,0.1,4597,963,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,1.1,1.1
42,Guessand,Evann,Guessand,8,3,55,0,0,a,,,,0.5,2,1.0,54,0,0.0,193,516,0,0,0,1,0,0,0,0,6,5.4,2.1,7.0,1.5,0.03,0.03,0.06,0.05,0.05,0.1,0.57,2,3.33,,,,0.4,0.5,0.5
153,Disasi,Axel,Disasi,8,2,45,0,0,s,0,Suspended until 25 Oct,2026-09-12T15:30:09.445078Z,0.2,1,0.3,139,2,0.1,105,2734,0,0,0,6,0,1,0,0,-6,34.8,13.4,2.0,5.0,0.00,0.04,0.04,0.0,0.03,0.03,2.41,20,12.95,,,,0.2,0.2,0.0
198,Henderson,Dean,Henderson,8,1,50,0,0,i,0,Foot injury - Expected back 11 Oct,2026-09-12T14:00:09.378740Z,1.2,5,1.7,270,3,1.6,153,36654,0,0,0,8,0,0,12,0,37,96.8,0.0,0.0,9.6,0.00,0.00,0.00,0.0,0.0,0.0,2.16,0,0.0,,,,1.0,1.2,0.0
199,Benitez,Walter,Benítez,8,1,45,0,0,a,,,,0.5,2,2.0,90,1,0.1,732,459,0,0,0,3,0,0,3,0,3,18.8,0.0,0.0,1.9,0.00,0.00,0.00,0.0,0.0,0.0,1.68,0,0.0,,,,0.4,0.5,0.5
202,Richards,Chris,Richards,8,2,50,0,0,a,,,,1.5,6,1.5,360,4,0.6,1124,4621,0,0,0,11,1,0,0,0,19,108.8,7.2,24.0,13.9,0.08,0.06,0.14,0.02,0.02,0.04,2.04,44,11.0,,,,1.2,1.5,1.5
203,Canvot,Jaydee,Canvot,8,2,49,-1,0,a,,,,0.5,2,0.7,270,3,0.2,147,2384,0,0,0,8,0,0,0,0,12,63.2,8.1,5.0,7.6,0.05,0.01,0.06,0.02,0.0,0.02,2.16,24,8.0,,,,0.4,0.5,0.5
204,Mitchell,Tyrick,Mitchell,8,2,45,0,0,a,,,,4.2,17,4.2,329,4,6.4,14536,36148,2,0,0,10,0,0,0,2,38,109.0,64.2,56.0,22.9,0.77,0.24,1.01,0.21,0.07,0.28,1.92,17,4.65,,,,3.8,4.2,4.2
205,Sosa,Borna,Sosa,8,2,45,0,0,u,0,Has joined FC Cologne on loan for the rest of the season,2026-09-02T16:03:25.710518Z,0.0,0,0.0,0,0,0.0,0,179,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
206,Chadi Riad,Chadi,Riad Dnanou,8,2,44,-1,0,i,0,Knee injury - Unknown return date,2026-08-22T18:00:07.352049Z,0.2,1,1.0,72,1,0.0,27,228,0,0,0,2,0,0,0,0,7,12.6,1.3,0.0,1.4,0.00,0.01,0.01,0.0,0.01,0.01,1.22,7,8.75,,,,0.2,0.0,0.0
207,Mingueza,Oscar,Mingueza,8,2,44,-1,0,a,,,,0.5,2,1.0,16,0,0.1,161,558,0,0,0,1,0,0,0,0,5,3.2,0.4,0.0,0.3,0.00,0.00,0.00,0.0,0.0,0.0,1.86,2,11.25,,,,0.5,0.5,0.5
208,Sarr,Ismaïla,Sarr,8,3,62,-3,-1,i,0,Groin injury - Unknown return date,2026-08-22T18:00:07.363165Z,0.0,0,0.0,0,0,0.7,50,8232,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,2,,,0.0,0.0,0.0
210,Wharton,Adam,Wharton,8,3,55,0,0,a,100,,2026-07-23T12:01:23.498963Z,2.5,10,2.5,346,4,0.8,1680,6872,0,0,0,10,0,0,0,0,64,53.0,70.2,5.0,12.9,0.08,0.36,0.44,0.02,0.09,0.11,1.98,34,8.84,,2,,1.8,2.5,2.5
211,Yeremy,Yéremy,Pino Santos,8,3,55,0,0,a,,,,3.0,12,3.0,226,3,0.4,968,6162,0,2,0,6,0,0,0,0,60,20.8,85.8,23.0,13.0,0.36,0.40,0.76,0.14,0.16,0.3,2.26,21,8.36,,1,1,2.2,3.0,3.0
212,Hughes,Will,Hughes,8,3,44,-1,-1,a,,,,0.5,2,1.0,29,0,8.0,12092,52966,0,0,0,1,0,0,0,0,9,8.0,15.3,0.0,2.4,0.00,0.04,0.04,0.0,0.12,0.12,3.48,7,21.72,,4,,0.5,0.5,0.5
213,Lerma,Jefferson,Lerma Solís,8,3,49,-1,0,a,,,,0.2,1,1.0,6,0,0.1,107,445,0,0,0,1,0,0,0,0,3,2.2,0.3,0.0,0.3,0.00,0.00,0.00,0.0,0.0,0.0,7.2,1,15.0,,,,0.2,0.2,0.2
214,Kamada,Daichi,Kamada,8,3,50,0,0,a,,,,4.5,18,4.5,351,4,0.5,12849,3302,0,3,0,10,1,0,0,0,97,93.8,77.2,15.0,18.6,0.05,0.35,0.40,0.01,0.09,0.1,1.93,28,7.18,,3,,3.6,4.5,4.5
215,Devenny,Justin,Devenny,8,3,50,0,0,u,0,Has joined Stoke City permanently,2026-09-02T15:41:07.346849Z,0.0,0,0.0,0,0,0.0,0,64,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,3,,2,0.0,0.0,0.0
216,Esse,Romain,Esse,8,3,50,0,0,u,0,Has joined Millwall on loan for the rest of the season,2026-09-02T15:41:07.376544Z,0.0,0,0.0,0,0,0.0,0,260,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
217,M.França,Matheus,França de Oliveira,8,3,49,-1,0,u,0,Has joined Alverca on loan for the rest of the season,2026-09-11T14:42:19.322912Z,0.0,0,0.0,0,0,0.0,0,437,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
218,Doucouré,Cheick,Doucouré,8,3,49,-1,0,a,,,,0.0,0,0.0,0,0,0.1,155,496,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
219,J.Rak-Sakyi,Jesurun,Rak-Sakyi,8,3,49,-1,0,u,0,has joined  Kasimpasa on loan for the rest of the seaon.,2026-09-10T09:12:47.224598Z,0.0,0,0.0,0,0,0.0,0,74,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
220,Cardines,Rio,Cardines,8,2,45,0,0,u,0,Has joined Bristol City on loan for the rest of the season,2026-08-12T14:08:46.501813Z,0.0,0,0.0,0,0,0.0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
221,Drakes-Thomas,Joél,Drakes-Thomas,8,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.1,220,579,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
222,Strand Larsen,Jørgen,Strand Larsen,8,4,60,0,0,a,,,,3.0,12,3.0,217,2,0.6,7963,4497,1,0,0,5,0,0,0,2,59,49.4,17.4,52.0,12.0,0.39,0.03,0.42,0.16,0.01,0.17,2.03,10,4.15,,,,2.0,3.0,3.0
223,Mateta,Jean-Philippe,Mateta,8,4,63,-2,-1,i,0,Hamstring injury - Expected back 11 Oct,2026-08-28T21:00:08.020382Z,0.5,2,2.0,62,1,1.5,114,16534,0,0,0,2,0,0,0,0,-3,1.4,12.3,11.0,2.5,0.70,0.02,0.72,1.02,0.03,1.05,1.42,5,7.26,1,,,0.3,0.0,0.0
224,Nketiah,Eddie,Nketiah,8,4,55,0,0,d,75,Unspecified injury - 75% chance of playing,2026-09-12T14:00:09.427136Z,1.8,7,2.3,167,3,0.6,244,13763,0,1,0,7,0,0,0,0,36,34.2,45.8,50.0,13.0,1.10,0.58,1.68,0.59,0.31,0.9,2.4,11,5.93,,,,1.3,1.8,1.4
225,Uche,Christantus,Uche,8,4,50,0,0,u,0,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
241,McNeil,Dwight,McNeil,8,3,54,-1,0,a,,,,0.8,3,1.5,84,1,0.1,104,844,0,0,0,3,0,0,0,0,13,10.0,5.0,2.0,1.7,0.05,0.02,0.07,0.05,0.02,0.07,1.26,7,7.5,,,,0.6,0.8,0.8
555,Matthews,Remi,Matthews,8,1,40,0,0,a,,,,0.0,0,0.0,0,0,1.7,1896,3495,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
577,Tomiyasu,Takehiro,Tomiyasu,8,2,44,-1,-1,a,,,,0.5,2,0.7,144,1,0.3,213,1630,0,0,0,5,0,0,0,0,6,25.2,5.0,6.0,3.7,0.00,0.02,0.02,0.0,0.01,0.01,2.15,14,8.75,,,,0.5,0.5,0.5
588,Khalaili,Anan,Khalaili,8,2,50,0,0,a,,,,3.2,13,3.2,289,3,0.3,3867,2165,1,0,0,8,1,0,0,0,31,112.4,46.3,46.0,20.5,0.96,0.31,1.27,0.3,0.1,0.4,2.21,38,11.83,,,,2.6,3.2,3.2
595,Gozo,Zavier,Gozo,8,3,50,0,0,a,,,,0.5,2,1.0,28,0,0.0,53,113,0,0,0,2,0,0,0,0,6,1.4,1.6,0.0,0.3,0.00,0.00,0.00,0.0,0.0,0.0,2.19,1,3.21,,,,0.4,0.5,0.5
633,Ahanor,Honest,Ahanor,8,2,45,0,0,a,,,,1.5,3,3.0,90,1,0.0,449,114,0,0,0,3,0,0,0,0,10,24.6,11.9,4.0,4.1,0.00,0.01,0.01,0.0,0.01,0.01,1.68,11,11.0,,,,0.7,1.5,1.5
643,Chilwell,Ben,Chilwell,8,2,45,0,0,a,,,,4.0,8,4.0,29,0,0.5,2153,5122,1,0,0,1,0,0,0,0,21,33.4,4.2,21.0,5.9,0.27,0.01,0.28,0.84,0.03,0.87,3.48,1,3.1,,,,1.8,4.0,4.0
644,Timber,Quinten,Timber,8,3,50,0,0,a,,,,3.0,6,3.0,163,2,0.0,882,311,0,0,0,5,0,0,0,0,32,29.4,5.1,28.0,6.2,0.12,0.03,0.15,0.07,0.02,0.09,2.35,22,12.15,,,,1.2,3.0,3.0
647,Osorio,Darío,Osorio,8,3,55,0,0,a,,,,0.5,1,1.0,1,0,0.0,53,94,0,0,0,0,0,0,0,0,2,2.0,0.3,0.0,0.2,0.00,0.00,0.00,0.0,0.0,0.0,11.7,1,90.0,,,,0.2,0.5,0.5
21,Nørgaard,Christian,Nørgaard,9,3,49,-1,0,i,0,Groin injury - Unknown return date,2026-08-15T20:00:06.779594Z,0.0,0,0.0,0,0,0.0,30,446,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
209,Johnson,Brennan,Johnson,9,3,59,-1,0,a,,,,1.5,6,1.5,173,2,0.1,1045,780,0,0,1,1,1,0,0,0,20,23.0,52.2,15.0,9.0,0.21,0.22,0.43,0.11,0.11,0.22,1.39,18,9.36,,,,1.0,1.5,1.5
226,Pickford,Jordan,Pickford,9,1,55,0,0,a,,,,4.2,17,4.2,360,4,8.8,35945,23307,0,0,2,3,0,0,11,0,87,84.2,0.0,0.0,8.5,0.00,0.02,0.02,0.0,0.0,0.0,1.38,0,0.0,,,,3.1,4.2,4.2
227,Travers,Mark,Travers,9,1,50,0,0,a,,,,0.0,0,0.0,0,0,0.0,326,274,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
228,King,Tom,King,9,1,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,128,176,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
229,Tarkowski,James,Tarkowski,9,2,61,1,1,a,,,,7.2,29,7.2,360,4,13.3,168924,24145,1,0,2,3,0,0,0,4,95,113.6,14.9,29.0,15.7,0.17,0.03,0.20,0.04,0.01,0.05,1.38,39,9.75,,,,4.8,7.2,7.2
230,Branthwaite,Jarrad,Branthwaite,9,2,55,0,0,a,,,,4.8,19,4.8,360,4,2.1,24545,6755,0,0,2,3,0,0,0,0,70,112.8,6.3,73.0,19.1,0.17,0.02,0.19,0.04,0.0,0.04,1.38,40,10.0,,,,3.5,4.8,4.8
231,Keane,Michael,Keane,9,2,48,-2,-1,a,,,,0.0,0,0.0,0,0,0.8,1048,7082,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
232,O'Brien,Jake,O'Brien,9,2,49,-1,0,a,,,,0.2,1,1.0,15,0,0.3,628,1551,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.1,0.00,0.00,0.00,0.0,0.0,0.0,1.56,1,6.0,,,,0.2,0.2,0.2
