id,web_name,first_name,second_name,team,element_type,now_cost,cost_change_start,cost_change_event,status,chance_of_playing_next_round,news,news_added,form,total_points,points_per_game,minutes,starts,selected_by_percent,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,value_season,ep_this,ep_next
356,Virgil,Virgil,van Dijk,14,2,65,0,0,a,,,,4.2,17,4.2,360,4,16.9,2829,4031,0,0,2,4,1,0,0,0,70,73.4,7.7,26.0,10.7,0.25,0.07,0.32,0.06,0.02,0.08,1.34,35,8.75,,,,2.6,4.2,4.2
357,Frimpong,Jeremie,Frimpong,14,2,54,-1,0,a,,,,0.5,2,0.7,178,2,2.2,214,4011,0,0,0,4,1,0,0,0,24,26.4,51.6,14.0,9.2,0.01,0.23,0.24,0.01,0.12,0.13,1.97,12,6.07,,,,0.4,0.5,0.5
358,Kerkez,Milos,Kerkez,14,2,54,-1,0,a,,,,1.8,7,1.8,295,3,2.7,219,3893,0,0,1,4,2,0,0,0,41,55.8,37.9,12.0,10.6,0.02,0.07,0.09,0.01,0.02,0.03,1.49,23,7.02,,,,1.3,1.8,1.8
359,Gomez,Joe,Gomez,14,2,50,0,0,i,0,Muscular injury - Unknown return date,2026-07-26T08:30:10.078473Z,0.0,0,0.0,0,0,0.0,5,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
360,Bradley,Conor,Bradley,14,2,50,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.565711Z,0.0,0,0.0,0,0,0.0,3,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
361,Lucky,Wellity,Lucky,14,2,40,0,0,a,,,,0.0,0,0.0,0,0,0.1,56,87,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
362,Jacquet,Jeremy,Jacquet,14,2,50,0,0,a,100,,2026-07-23T12:01:23.581126Z,4.5,18,4.5,325,4,2.8,6467,669,0,0,2,4,1,0,0,3,86,66.0,39.5,4.0,10.9,0.00,0.12,0.12,0.0,0.03,0.03,1.31,28,7.75,,,,3.6,4.5,4.5
363,Leoni,Giovanni,Leoni,14,2,40,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.596909Z,0.0,0,0.0,0,0,0.0,10,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
364,Tsimikas,Kostas,Tsimikas,14,2,49,-1,0,a,,,,0.5,2,1.0,64,1,0.1,48,37,0,0,0,0,0,0,0,0,7,3.6,1.3,9.0,1.4,0.04,0.02,0.06,0.06,0.03,0.09,0.66,3,4.22,,,,0.4,0.5,0.5
365,Ramsay,Calvin,Ramsay,14,2,40,0,0,u,0,Has joined St Mirren on loan for the rest of the season,2026-08-26T14:05:26.748768Z,0.0,0,0.0,0,0,0.1,0,85,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
366,Wirtz,Florian,Wirtz,14,3,74,-1,0,a,,,,3.0,12,3.0,332,4,7.7,428,13930,0,1,2,4,1,0,0,0,67,44.2,76.2,73.0,19.4,0.81,0.35,1.16,0.22,0.09,0.31,1.13,28,7.59,4,3,2,1.6,3.0,3.0
367,Gakpo,Cody,Gakpo,14,3,72,2,0,a,100,,2026-09-09T18:30:08.772955Z,7.2,29,7.2,280,3,12.2,8254,17993,1,3,1,4,0,0,0,5,100,116.8,104.5,56.0,27.7,0.41,1.22,1.63,0.13,0.39,0.52,1.51,27,8.68,3,2,,4.0,5.4,7.2
368,Szoboszlai,Dominik,Szoboszlai,14,3,70,0,0,a,,,,4.5,18,4.5,360,4,38.3,4030,36415,1,0,2,4,0,0,0,1,98,91.2,117.7,46.0,25.5,1.23,0.80,2.03,0.31,0.2,0.51,1.34,35,8.75,1,1,1,2.6,4.5,4.5
369,Ngumoha,Rio,Ngumoha,14,3,58,-2,0,a,,,,1.0,4,1.3,99,1,0.6,139,919,0,0,0,2,0,0,0,0,13,4.4,7.3,7.0,1.8,0.15,0.05,0.20,0.14,0.05,0.19,0.61,4,3.64,,,,0.7,1.0,1.0
370,Chiesa,Federico,Chiesa,14,3,54,-1,0,i,0,Back injury - Unknown return date,2026-08-27T13:30:07.598926Z,0.0,0,0.0,0,0,0.1,4,60,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
371,Gravenberch,Ryan,Gravenberch,14,3,59,-1,0,a,,,,2.0,8,2.0,181,2,1.3,280,1879,0,1,0,2,0,0,0,0,45,31.0,29.8,4.0,6.5,0.08,0.07,0.15,0.04,0.03,0.07,0.94,24,11.93,,,,1.4,2.0,2.0
372,Mac Allister,Alexis,Mac Allister,14,3,54,-1,0,a,,,,1.5,6,1.5,216,2,1.4,567,1781,0,0,1,2,1,0,0,0,40,35.0,21.9,18.0,7.4,0.10,0.44,0.54,0.04,0.18,0.22,1.69,28,11.67,5,,,1.1,1.5,1.5
373,C.Jones,Curtis,Jones,14,3,55,0,0,u,0,Has joined Internazionale permanently,2026-08-16T18:30:07.426408Z,0.0,0,0.0,0,0,0.0,0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
374,Endo,Endo,Wataru,14,3,49,-1,0,a,100,,2026-07-23T12:01:23.612529Z,0.0,0,0.0,0,0,0.1,27,70,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
375,Nyoni,Trey,Nyoni,14,3,49,-1,0,a,,,,0.5,2,1.0,19,0,0.0,16,45,0,0,0,0,0,0,0,0,6,6.6,2.3,0.0,0.9,0.00,0.00,0.00,0.0,0.0,0.0,1.04,5,23.68,,,,0.4,0.5,0.5
376,Bajcetic,Stefan,Bajčetić Maquieira,14,3,50,0,0,u,0,Has joined Celta Vigo permanently,2026-07-23T12:01:23.628373Z,0.0,0,0.0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
377,Munoz,Victor,Munoz,14,3,65,0,0,a,,,,3.5,14,3.5,239,3,1.2,547,3095,1,1,1,2,1,0,0,0,53,47.0,30.0,49.0,12.6,0.45,0.25,0.70,0.17,0.09,0.26,1.7,13,4.9,,,,2.2,3.5,3.5
378,McConnell,James,McConnell,14,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.2,38,140,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
379,Isak,Alexander,Isak,14,4,91,1,0,a,,,,6.2,25,6.2,333,4,22.7,9540,14064,3,0,2,4,0,0,0,5,102,112.4,31.3,148.0,29.1,2.82,0.06,2.88,0.76,0.02,0.78,1.4,6,1.62,2,,,2.7,6.2,6.2
380,Ekitiké,Hugo,Ekitiké,14,4,74,-1,0,i,0,Achilles injury - Unknown return date,2026-07-23T12:01:23.643771Z,0.0,0,0.0,0,0,0.1,33,109,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
381,Koumas,Lewis,Koumas,14,3,50,0,0,a,,,,0.5,2,1.0,13,0,0.0,10,25,0,0,0,0,0,0,0,0,7,1.2,0.5,7.0,0.9,0.03,0.00,0.03,0.21,0.0,0.21,4.02,1,6.92,,,,0.4,0.5,0.5
382,Danns,Jayden,Danns,14,4,45,0,0,a,100,,2026-07-23T12:01:23.659279Z,0.0,0,0.0,0,0,0.1,343,149,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
383,Elliott,Harvey,Elliott,14,3,54,-1,0,u,0,Has joined Valencia on loan for the rest of the season,2026-09-02T16:05:49.104326Z,0.0,0,0.0,0,0,0.0,0,50,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
579,Araujo,Ronald,Araujo,14,2,54,-1,0,a,,,,3.8,15,3.8,194,2,2.7,4162,691,0,0,2,0,1,0,0,0,55,39.0,5.9,2.0,4.6,0.00,0.06,0.06,0.0,0.03,0.03,0.92,19,8.81,,,,2.8,3.8,3.8
627,Barcola,Bradley,Barcola,14,3,80,0,0,a,,,,2.0,4,2.0,97,1,2.0,2521,3583,0,0,1,0,0,0,0,0,14,3.0,10.5,2.0,1.6,0.17,0.10,0.27,0.16,0.09,0.25,0.73,4,3.71,,,,0.5,2.0,2.0
155,Enzo,Enzo,Fernández,15,3,69,-1,0,a,,,,1.0,4,2.0,100,1,3.2,1828,1707,0,0,1,0,0,0,0,0,23,13.6,30.9,18.0,6.2,0.13,0.14,0.27,0.12,0.13,0.25,1.15,6,5.4,,,,0.6,1.0,1.0
237,Ndiaye,Iliman,Ndiaye,15,3,59,-1,0,a,,,,4.0,16,5.3,266,3,8.7,1470,11047,0,1,2,1,0,0,0,1,64,60.4,72.2,68.0,20.1,0.28,0.43,0.71,0.09,0.15,0.24,1.85,30,10.15,,,,2.7,4.0,4.0
384,Donnarumma,Gianluigi,Donnarumma,15,1,55,0,0,a,,,,2.5,10,3.3,270,3,7.6,2052,2109,0,0,1,2,0,0,7,0,46,60.4,0.0,0.0,6.1,0.00,0.00,0.00,0.0,0.0,0.0,0.89,0,0.0,,,,1.8,2.5,2.5
386,Bettinelli,Marcus,Bettinelli,15,1,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,7,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
387,O'Reilly,Nico,O'Reilly,15,2,64,-1,0,a,100,,2026-09-05T18:00:06.379802Z,1.0,4,2.0,150,2,13.2,1245,6964,0,0,0,2,0,0,0,0,16,12.4,38.2,16.0,6.6,0.09,0.43,0.52,0.05,0.26,0.31,0.73,3,1.8,,,,0.6,1.0,1.0
388,Guéhi,Marc,Guéhi,15,2,60,0,0,a,,,,5.0,20,6.7,270,3,18.5,4627,3409,1,0,1,2,0,0,0,4,74,96.6,42.9,30.0,16.9,0.89,0.38,1.27,0.3,0.13,0.43,0.89,18,6.0,,,,3.3,5.0,5.0
389,Matheus N.,Matheus,Nunes,15,2,59,-1,0,a,100,,2026-08-27T11:30:08.171622Z,0.2,1,1.0,33,0,0.9,145,322,0,0,0,0,0,0,0,0,4,3.8,1.5,4.0,0.9,0.00,0.04,0.04,0.0,0.11,0.11,0.27,1,2.73,4,,,0.2,0.2,0.2
390,Rúben,Rúben,dos Santos Gato Alves Dias,15,2,55,0,0,a,,,,2.5,10,3.3,270,3,1.8,814,569,0,0,1,2,0,0,0,0,55,72.0,46.8,37.0,15.5,0.09,0.74,0.83,0.03,0.25,0.28,0.89,15,5.0,,,,1.8,2.5,2.5
391,Gvardiol,Joško,Gvardiol,15,2,56,1,0,a,,,,5.5,22,7.3,254,3,20.5,13594,2603,1,1,1,2,0,0,0,3,77,94.0,51.0,26.0,17.1,0.20,0.11,0.31,0.07,0.04,0.11,0.95,17,6.02,,,,3.9,5.5,5.5
392,Aït-Nouri,Rayan,Aït-Nouri,15,2,53,-2,0,a,,,,0.0,0,0.0,0,0,0.5,127,341,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
393,Khusanov,Abdukodir,Khusanov,15,2,55,0,0,a,,,,2.2,9,3.0,268,3,1.6,409,530,0,0,1,2,1,0,0,0,53,51.6,12.6,4.0,6.8,0.00,0.06,0.06,0.0,0.02,0.02,0.9,17,5.71,,,,1.6,2.2,2.2
394,Alleyne,Max,Alleyne,15,2,50,0,0,u,0,Has joined Burnley on loan for the rest of the season,2026-08-18T14:11:56.324656Z,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
395,Lewis,Rico,Lewis,15,2,44,-1,0,a,,,,0.2,1,1.0,56,1,0.2,91,154,0,0,0,1,0,0,0,0,-1,3.8,3.8,39.0,4.7,0.17,0.02,0.19,0.27,0.03,0.3,0.88,2,3.21,,,,0.2,0.2,0.2
396,Vitor Reis,Vitor,de Oliveira Nunes dos Reis,15,2,45,0,0,a,,,,0.2,1,1.0,1,0,0.0,13,17,0,0,0,0,0,0,0,0,3,1.2,0.9,0.0,0.2,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,,,,0.2,0.2,0.2
397,Semenyo,Antoine,Semenyo,15,3,84,-1,0,a,,,,3.2,13,4.3,270,3,16.2,1345,9282,0,2,1,2,0,0,0,0,75,57.6,97.8,82.0,23.8,0.17,0.93,1.10,0.06,0.31,0.37,0.89,12,4.0,2,,,1.5,3.2,3.2
398,Foden,Phil,Foden,15,3,70,0,0,a,,,,2.8,11,3.7,195,2,3.9,586,3750,0,2,0,2,1,0,0,1,56,57.6,110.2,39.0,20.7,1.61,0.86,2.47,0.74,0.4,1.14,0.84,14,6.46,,2,2,1.6,2.8,2.8
399,Cherki,Rayan,Cherki,15,3,78,3,0,a,,,,6.2,25,8.3,173,2,29.3,10060,10191,2,2,1,1,1,0,0,4,111,121.4,148.8,77.0,34.8,0.56,1.35,1.91,0.29,0.7,0.99,0.84,6,3.12,,1,1,3.2,6.2,6.2
400,Doku,Jérémy,Doku,15,3,74,-1,0,i,0,Calf injury - Expected back 20 Sep,2026-08-18T17:00:08.385597Z,0.0,0,0.0,0,0,0.7,22,574,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,3,,,0.0,0.0,0.0
402,Rodrigo,Rodrigo 'Rodri',Hernandez Cascante,15,3,65,0,0,u,0,Has joined Barcelona permanently,2026-07-23T12:01:23.675537Z,0.0,0,0.0,0,0,0.0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
404,Reijnders,Tijjani,Reijnders,15,3,60,0,0,u,0,Has joined Al Qadsiah permanently,2026-08-20T14:02:58.154273Z,0.0,0,0.0,0,0,0.0,0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
406,Kovačić,Mateo,Kovačić,15,3,54,-1,0,a,,,,0.5,2,1.0,42,0,0.1,12,70,0,0,0,0,0,0,0,0,12,4.2,5.2,0.0,0.9,0.00,0.02,0.02,0.0,0.04,0.04,0.21,2,4.29,,,,0.4,0.5,0.5
407,Echeverri,Claudio,Echeverri,15,3,49,-1,0,u,0,Has joined Benfica on loan for the rest of the season,2026-09-03T15:41:24.710479Z,0.0,0,0.0,0,0,0.0,0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
408,Phillips,Kalvin,Phillips,15,3,50,0,0,u,0,Has joined Sheffield United on loan for the rest of the season,2026-08-18T14:11:56.348781Z,0.0,0,0.0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
409,Mukasa,Divine,Mukasa,15,3,45,0,0,u,0,has joined West Ham on loan for the rest of the seaon.,2026-09-03T10:34:10.733520Z,0.0,0,0.0,0,0,0.1,0,147,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
410,Monga,Jeremy,Monga,15,3,49,-1,0,u,0,Has joined Swansea City on loan for the rest of the season,2026-09-02T16:02:01.136760Z,0.0,0,0.0,0,0,0.0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
411,Haaland,Erling,Haaland,15,4,155,0,0,a,,,,6.0,24,8.0,270,3,71.7,7378,2150,3,0,1,2,0,0,0,6,106,121.6,18.9,164.0,30.4,2.46,0.50,2.96,0.82,0.17,0.99,0.89,15,5.0,1,,,1.5,6.0,6.0
481,Anderson,Elliot,Anderson,15,3,63,-2,0,a,100,,2026-08-23T17:00:07.952697Z,2.0,8,2.7,233,3,4.2,563,2917,0,0,1,2,1,0,0,0,62,58.8,69.1,18.0,14.6,0.09,0.64,0.73,0.03,0.25,0.28,1.0,31,11.97,,3,,1.3,2.0,2.0
587,Rulli,Gerónimo,Rulli,15,1,50,0,0,a,,,,0.0,0,0.0,0,0,0.0,13,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
616,Bouaddi,Ayyoub,Bouaddi,15,3,55,0,0,a,,,,0.7,2,1.0,22,0,0.2,326,207,0,0,0,0,0,0,0,0,8,13.0,4.8,0.0,1.8,0.00,0.12,0.12,0.0,0.49,0.49,1.51,6,24.55,,,,0.4,0.7,0.7
621,McAidoo,Ryan,McAidoo,15,3,45,0,0,a,,,,0.7,2,1.0,11,0,0.1,104,121,0,0,0,0,0,0,0,0,8,5.2,0.5,3.0,0.8,0.10,0.00,0.10,0.82,0.0,0.82,0.16,4,32.73,,,,0.4,0.7,0.7
622,Braithwaite,Kaden,Braithwaite,15,2,40,0,0,a,,,,0.3,1,1.0,1,0,0.2,201,167,0,0,0,0,0,0,0,0,3,0.6,0.8,0.0,0.1,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,,,,0.2,0.3,0.3
628,Allan,Allan,Andrade Elias,15,3,60,0,0,a,,,,0.0,0,0.0,0,0,0.0,13,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
653,Samba,Floyd,Samba,15,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,72,48,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
43,Tielemans,Youri,Tielemans,16,3,59,-1,0,a,100,,2026-07-23T12:01:23.321726Z,2.0,8,2.7,246,3,1.7,589,1404,0,0,0,6,0,0,0,0,56,56.8,76.5,33.0,16.7,0.56,0.28,0.84,0.2,0.1,0.3,1.47,25,9.15,3,,,1.4,2.0,2.0
131,Baleba,Carlos,Baleba,16,3,50,0,0,i,0,Ankle injury - Expected back 19 Sep,2026-08-06T16:00:10.997714Z,0.0,0,0.0,0,0,0.1,52,195,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
162,Andrey Santos,Andrey,Nascimento dos Santos,16,3,49,-1,0,a,,,,1.0,4,1.3,82,1,0.7,154,915,0,0,0,4,0,0,0,0,23,24.8,5.5,8.0,3.9,0.00,0.24,0.24,0.0,0.26,0.26,2.23,18,19.76,,,,0.8,1.0,1.0
325,Darlow,Karl,Darlow,16,1,45,0,0,a,100,,2026-07-23T12:01:23.549136Z,0.0,0,0.0,0,0,0.0,15,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
412,Lammens,Senne,Lammens,16,1,50,0,0,a,,,,1.2,5,1.7,270,3,11.4,1518,6136,0,0,0,6,0,0,9,0,31,79.0,0.0,0.0,7.9,0.00,0.00,0.00,0.0,0.0,0.0,1.36,0,0.0,,,,1.0,1.2,1.2
413,Bayindir,Altay,Bayındır,16,1,45,0,0,u,0,Has joined Celta Vigo on loan for the rest of the season,2026-08-10T14:02:28.608415Z,0.0,0,0.0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
414,Heaton,Tom,Heaton,16,1,40,0,0,i,0,Hamstring injury - Unknown return date,2026-08-15T16:00:07.854151Z,0.0,0,0.0,0,0,0.1,18,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
415,Dorgu,Patrick,Dorgu,16,3,58,-2,0,a,,,,0.5,2,0.7,75,1,0.6,199,745,0,0,0,5,1,0,0,0,-4,11.2,14.2,57.0,7.3,0.65,0.05,0.70,0.78,0.06,0.84,2.74,6,7.2,,,,0.3,0.5,0.5
416,De Ligt,Matthijs,de Ligt,16,2,50,0,0,i,0,Back injury - Unknown return date,2026-07-23T12:01:23.690880Z,0.0,0,0.0,0,0,0.0,4,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
417,Dalot,Diogo,Dalot Teixeira,16,2,49,-1,0,a,,,,1.0,4,1.3,166,2,1.8,251,893,0,0,0,2,1,0,0,0,26,28.8,76.2,39.0,14.5,0.16,0.13,0.29,0.09,0.07,0.16,1.07,11,5.96,,,,0.8,1.0,1.0
418,Maguire,Harry,Maguire,16,2,49,-1,0,a,,,,1.8,7,2.3,270,3,10.7,1054,5245,0,1,0,6,1,0,0,0,29,59.4,31.4,27.0,11.8,0.07,0.42,0.49,0.02,0.14,0.16,1.36,21,7.0,,,,1.4,1.8,1.8
419,Martinez,Lisandro,Martínez,16,2,50,0,0,a,100,,2026-07-24T20:00:10.337107Z,1.0,4,2.0,180,2,1.2,886,366,0,0,0,4,0,0,0,0,9,33.8,2.1,3.0,3.9,0.03,0.06,0.09,0.02,0.03,0.05,1.54,10,5.0,,,,0.8,1.0,1.0
420,Yoro,Leny,Yoro,16,2,49,-1,0,a,,,,0.5,2,1.0,22,0,0.5,75,268,0,0,0,2,0,0,0,0,-1,7.8,2.4,2.0,1.3,0.00,0.02,0.02,0.0,0.08,0.08,4.46,5,20.45,,,,0.4,0.5,0.5
421,Heaven,Ayden,Heaven,16,2,44,-1,0,a,,,,0.2,1,1.0,90,1,0.3,70,190,0,0,0,2,0,0,0,0,5,6.8,2.6,11.0,2.0,0.12,0.04,0.16,0.12,0.04,0.16,1.01,2,2.0,,,,0.2,0.2,0.2
422,Mazraoui,Noussair,Mazraoui,16,2,44,-1,0,a,,,,0.8,3,1.0,97,1,0.6,267,382,0,0,0,4,0,0,0,0,6,21.0,31.2,11.0,6.4,0.22,0.06,0.28,0.2,0.06,0.26,1.93,6,5.57,,,,0.7,0.8,0.8
423,Shaw,Luke,Shaw,16,2,44,-1,0,d,75,Unspecified injury - 75% chance of playing,2026-09-11T13:00:09.030120Z,1.8,7,2.3,252,3,11.7,286,14954,0,1,0,4,1,0,0,0,47,86.0,85.6,13.0,18.4,0.02,0.51,0.53,0.01,0.18,0.19,1.08,20,7.14,,3,,1.6,1.4,1.4
424,Amass,Harry,Amass,16,2,40,0,0,a,,,,0.0,0,0.0,0,0,0.2,106,99,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
425,Fredricson,Tyler,Fredricson,16,2,40,0,0,u,0,Has joined Lausanne-Sport permanently,2026-08-18T14:12:31.904433Z,0.0,0,0.0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
426,B.Fernandes,Bruno,Borges Fernandes,16,3,120,0,0,a,,,,6.8,27,9.0,270,3,42.9,6057,8965,3,1,0,6,0,0,0,3,116,156.0,151.5,97.0,40.5,2.25,0.80,3.05,0.75,0.27,1.02,1.36,16,5.33,1,1,1,2.2,6.8,6.8
427,Mbeumo,Bryan,Mbeumo,16,3,79,-1,0,a,,,,5.2,21,7.0,270,3,23.6,5881,8990,2,1,0,6,1,0,0,3,78,95.0,85.1,102.0,28.3,2.31,0.47,2.78,0.77,0.16,0.93,1.36,17,5.67,2,2,2,2.7,5.2,5.2
428,Cunha,Matheus,Santos Carneiro da Cunha,16,3,79,-1,0,a,,,,3.5,14,4.7,227,3,6.4,916,4322,0,2,1,3,0,0,0,1,55,28.2,62.0,73.0,16.4,0.47,0.41,0.88,0.19,0.16,0.35,1.08,8,3.17,,,,1.8,3.5,3.5
429,Rashford,Marcus,Rashford,16,3,70,0,0,a,,,,1.5,6,2.0,193,2,1.6,845,1097,0,0,1,1,0,0,0,0,37,31.4,95.4,70.0,19.6,0.26,0.21,0.47,0.12,0.1,0.22,0.84,11,5.13,,,3,0.9,1.5,1.5
430,Mount,Mason,Mount,16,3,54,-1,0,a,100,,2026-08-15T16:00:07.879135Z,0.0,0,0.0,0,0,0.0,25,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,4,0.0,0.0,0.0
431,Amad,Amad,Diallo,16,3,58,-2,0,i,0,Unspecified injury - Unknown return date,2026-08-22T11:00:08.617283Z,0.0,0,0.0,0,0,0.4,6,478,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,4,,0.0,0.0,0.0
432,Mainoo,Kobbie,Mainoo,16,3,55,0,0,a,,,,3.5,14,4.7,185,2,1.4,1695,550,0,1,0,2,0,0,0,2,64,52.2,34.2,11.0,9.7,0.21,0.35,0.56,0.1,0.17,0.27,1.0,31,15.08,,,,2.5,3.5,3.5
433,Ugarte,Manuel,Ugarte Ribeiro,16,3,50,0,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.706702Z,0.0,0,0.0,0,0,0.0,3,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
434,J.Fletcher,Jack,Fletcher,16,3,49,-1,0,a,,,,0.0,0,0.0,0,0,0.0,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
435,Lacey,Shea,Lacey,16,3,49,-1,0,a,,,,0.2,1,1.0,10,0,0.1,14,47,0,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1,9.0,,,,0.2,0.2,0.2
436,Collyer,Toby,Collyer,16,3,50,0,0,u,0,Has joined West Brom permanently,2026-09-01T13:16:48.584385Z,0.0,0,0.0,0,0,0.0,0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
